type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,7.1,-1.4696759700589417,0.39,0.9555114450274363,0.17888543819998318,3.4641016151377544,8.06225774829855,0.9898,3.25,0.4,2.5416019934645457,1
1,7.8,-1.6607312068216509,0.26,2.2925347571405443,0.19748417658131498,6.48074069840786,13.490737563232042,0.996,3.18,0.46,2.2925347571405443,0
1,6.3,-1.6607312068216509,0.28,1.0296194171811581,0.14832396974191325,5.291502622129181,12.569805089976535,0.9907,3.2,0.64,2.4336133554004498,0
1,6.8,-1.6094379124341003,0.38,1.7404661748405046,0.2,5.196152422706632,10.14889156509222,0.994,3.37,0.58,2.3702437414678603,0
1,5.7,-0.8209805520698302,0.13,2.0794415416798357,0.15811388300841897,5.291502622129181,13.152946437965905,0.9913,3.33,0.48,2.5257286443082556,0
1,7.2,-0.916290731874155,0.62,2.468099531471619,0.2024845673131659,8.366600265340756,13.74772708486752,0.9976,3.08,0.49,2.151762203259462,0
1,6.8,-1.4696759700589417,0.32,0.9555114450274363,0.161245154965971,6.557438524302,12.12435565298214,0.9904,3.29,0.54,2.5257286443082556,0
1,5.7,-1.0936247471570706,0.34,0.6931471805599453,0.2,3.605551275463989,13.19090595827292,0.992,3.27,0.66,2.302585092994046,0
1,6.8,-1.6607312068216509,0.58,2.7212954278522306,0.19493588689617927,7.14142842854285,12.806248474865697,0.9975,3.12,0.48,2.2617630984737906,0
1,6.4,-1.2039728043259361,0.3,1.1786549963416462,0.19493588689617927,2.8284271247461903,14.491376746189438,0.9937,3.2,0.62,2.2925347571405443,0
1,6.5,-1.2039728043259361,0.29,1.1786549963416462,0.19235384061671346,2.8284271247461903,14.491376746189438,0.9937,3.19,0.62,2.2925347571405443,0
1,7.8,-1.7147984280919266,0.31,2.580216829592325,0.23021728866442676,6.782329983125268,11.832159566199232,0.998,3.06,0.53,2.186051276738094,0
1,7.3,-0.6733445532637656,0.26,1.4586150226995167,0.3,2.6457513110645907,11.61895003862225,0.9944,3.01,0.52,2.174751721484161,0
1,6.0,-1.4271163556401458,0.27,1.0647107369924282,0.21908902300206645,6.324555320336759,13.038404810405298,0.9938,3.64,0.54,2.302585092994046,1
1,5.9,-0.4780358009429998,0.28,1.5040773967762742,0.19748417658131498,7.416198487095663,12.328828005937952,0.9907,3.44,0.44,2.4849066497880004,0
1,6.7,-1.3093333199837622,0.12,0.832909122935104,0.2024845673131659,7.874007874011811,11.74734012447073,0.9921,3.21,0.42,2.302585092994046,0
1,7.8,-1.0788096613719298,0.35,1.0296194171811581,0.20493901531919198,2.8284271247461903,12.922847983320086,0.9908,3.11,0.41,2.4932054526026954,0
1,7.3,-1.3470736479666092,0.36,1.824549292051046,0.2,5.5677643628300215,11.874342087037917,0.9931,3.16,0.59,2.3978952727983707,0
1,7.4,-1.0216512475319814,0.33,0.8754687373538999,0.15811388300841897,5.196152422706632,7.416198487095663,0.9915,3.21,0.33,2.4159137783010487,0
1,7.8,-1.2729656758128873,0.32,2.302585092994046,0.18973665961010275,5.830951894845301,10.723805294763608,0.9952,3.17,0.39,2.33214389523559,1
1,6.1,-1.171182981502945,0.26,1.1631508098056809,0.22583179581272428,5.291502622129181,12.922847983320086,0.9926,3.37,0.47,2.341805806147327,0
1,6.8,-1.7147984280919266,0.37,0.9555114450274363,0.2345207879911715,6.855654600401044,12.409673645990857,0.9934,3.08,0.45,2.2082744135228043,0
1,7.4,-1.8971199848858813,0.42,0.9932517730102833,0.21213203435596426,7.0,12.409673645990857,0.992,3.0,0.6,2.341805806147327,0
1,7.2,-1.0788096613719298,0.34,2.6100697927420065,0.21908902300206645,2.6457513110645907,6.4031242374328485,0.9942,3.19,0.4,2.4595888418037104,0
1,7.9,-1.6607312068216509,0.26,1.1314021114911006,0.19748417658131498,2.8284271247461903,11.958260743101398,0.9942,3.05,0.74,2.2823823856765264,0
1,6.9,-1.3862943611198906,0.4,0.832909122935104,0.19493588689617927,4.69041575982343,10.04987562112089,0.9901,3.03,0.39,2.4336133554004498,0
1,5.8,-1.0216512475319814,0.32,0.9932517730102833,0.1816590212458495,4.69041575982343,9.797958971132712,0.9898,3.03,0.38,2.4159137783010487,0
1,5.6,-1.0498221244986778,0.37,0.6931471805599453,0.19493588689617927,2.449489742783178,8.48528137423857,0.9902,3.37,0.34,2.4336133554004498,0
1,7.2,-1.171182981502945,0.46,1.791759469228055,0.2,1.7320508075688772,5.385164807134504,0.9906,3.04,0.53,2.5257286443082556,0
1,6.1,-1.2729656758128873,0.22,1.0296194171811581,0.18439088914585774,5.656854249492381,10.770329614269007,0.9898,3.36,0.44,2.533696813957432,0
1,5.2,-1.0216512475319814,0.02,0.9555114450274363,0.17606816861659008,4.898979485566356,10.198039027185569,0.9896,3.44,0.35,2.501435951739211,0
1,5.6,-1.6607312068216509,0.47,1.7047480922384253,0.17320508075688773,4.358898943540674,10.583005244258363,0.9922,3.56,0.45,2.4159137783010487,0
1,6.4,-2.3025850929940455,0.35,1.7749523509116738,0.21908902300206645,5.5677643628300215,10.14889156509222,0.9947,3.43,0.79,2.272125885509337,0
1,7.4,-1.3862943611198906,0.36,2.653241964607215,0.2588435821108957,7.280109889280518,13.341664064126334,0.9976,3.01,0.48,2.1972245773362196,0
1,7.9,-1.0642108619507773,0.51,2.791165107812717,0.216794833886788,7.3484692283495345,13.076696830622021,0.9987,3.09,0.51,2.2082744135228043,0
1,6.1,-1.4271163556401458,0.3,0.9162907318741551,0.21213203435596426,4.69041575982343,7.810249675906654,0.992,3.31,0.54,2.341805806147327,0
1,6.8,-1.3862943611198906,0.24,1.713797927758343,0.23021728866442676,6.4031242374328485,14.52583904633395,0.9955,3.37,0.67,2.2512917986064953,0
1,6.7,-1.171182981502945,0.31,2.388762789235098,0.2,3.1622776601683795,13.228756555322953,0.9953,3.46,0.55,2.4336133554004498,0
1,5.5,-1.0498221244986778,0.35,0.7419373447293773,0.21213203435596426,3.7416573867739413,12.922847983320086,0.992,3.34,0.68,2.2925347571405443,0
1,6.7,-1.4271163556401458,0.41,2.272125885509337,0.18973665961010275,5.385164807134504,12.165525060596439,0.9952,3.22,0.62,2.2925347571405443,0
1,6.8,-1.2729656758128873,0.17,2.7013612129514133,0.216794833886788,7.0,12.727922061357855,0.9983,3.21,0.51,2.1972245773362196,0
1,6.4,-1.8325814637483102,0.22,0.8754687373538999,0.2,6.4031242374328485,12.206555615733702,0.9933,3.49,0.58,2.302585092994046,0
1,6.3,-1.3470736479666092,0.24,2.1041341542702074,0.19748417658131498,6.164414002968976,13.114877048604,0.9958,3.49,0.64,2.272125885509337,0
1,7.7,-1.5141277326297755,0.42,1.0647107369924282,0.22803508501982758,3.1622776601683795,9.327379053088816,0.9922,3.3,0.49,2.468099531471619,0
1,6.5,-1.7147984280919266,0.31,0.9932517730102833,0.20976176963403032,5.477225575051661,11.269427669584644,0.9928,3.49,0.5,2.322387720290225,1
1,7.0,-1.2039728043259361,0.51,2.681021528714291,0.22360679774997896,6.324555320336759,12.96148139681572,0.9976,3.07,0.52,2.2617630984737906,1
1,9.2,-1.3862943611198906,0.34,0.7884573603642702,0.161245154965971,5.5677643628300215,9.643650760992955,0.9916,2.93,0.37,2.424802725718295,1
1,7.8,-1.2729656758128873,0.34,0.9555114450274363,0.1673320053068151,5.656854249492381,10.862780491200215,0.9901,3.0,0.38,2.4932054526026954,1
1,6.1,-0.8915981192837836,0.24,0.9555114450274363,0.22135943621178655,4.0,11.704699910719626,0.993,3.32,0.5,2.341805806147327,0
1,5.9,-1.5606477482646683,0.24,2.5726122302071057,0.20976176963403032,7.280109889280518,12.84523257866513,0.9969,3.25,0.39,2.2512917986064953,0
1,7.2,-1.0788096613719298,0.44,1.6486586255873816,0.216794833886788,7.14142842854285,12.0,0.991,3.01,0.76,2.509599262378372,0
1,6.7,-1.5606477482646683,0.42,2.312535423847214,0.22135943621178655,5.5677643628300215,12.24744871391589,0.9953,3.12,0.74,2.2925347571405443,1
1,5.9,-0.9942522733438669,0.1,0.9555114450274363,0.23874672772626646,6.244997998398398,11.313708498984761,0.9924,3.24,0.48,2.312535423847214,0
1,7.7,-1.0788096613719298,0.27,2.2823823856765264,0.25099800796022265,6.244997998398398,13.564659966250536,0.9969,3.09,0.63,2.2192034840549946,0
1,7.4,-1.2039728043259361,0.22,0.8754687373538999,0.21447610589527216,4.0,11.61895003862225,0.9928,3.08,0.77,2.341805806147327,1
1,6.8,-0.6733445532637656,0.3,1.6486586255873816,0.2569046515733026,6.164414002968976,12.84523257866513,0.9945,3.2,0.42,2.2082744135228043,0
1,7.8,-1.5141277326297755,0.38,2.424802725718295,0.24289915602982237,5.291502622129181,9.9498743710662,0.9967,3.12,0.47,2.302585092994046,0
1,7.2,-1.0498221244986778,0.34,2.5952547069568657,0.22583179581272428,2.449489742783178,6.082762530298219,0.9944,3.13,0.39,2.4423470353692043,0
1,6.0,-1.3470736479666092,0.5,1.1631508098056809,0.21908902300206645,7.681145747868608,12.36931687685298,0.9928,3.08,0.61,2.2823823856765264,0
1,6.1,-1.3470736479666092,0.51,1.1631508098056809,0.22360679774997896,7.810249675906654,12.409673645990857,0.9929,3.08,0.6,2.2823823856765264,0
1,6.5,-1.2729656758128873,0.27,1.824549292051046,0.2,6.6332495807108,13.379088160259652,0.9948,3.19,0.69,2.2407096892759584,0
1,6.5,-1.2729656758128873,0.29,1.308332819650179,0.19493588689617927,5.0990195135927845,10.344080432788601,0.9912,3.32,0.41,2.451005098112319,1
1,7.2,-1.6094379124341003,0.34,1.308332819650179,0.17888543819998318,7.0,12.288205727444508,0.99,3.16,0.39,2.5416019934645457,1
1,7.4,-1.6094379124341003,0.33,1.0647107369924282,0.18708286933869708,6.244997998398398,11.74734012447073,0.991,3.17,0.44,2.4595888418037104,1
1,8.2,-1.5141277326297755,0.3,1.0296194171811581,0.216794833886788,6.855654600401044,13.601470508735444,0.9933,3.13,0.5,2.322387720290225,0
1,8.2,-1.4696759700589417,0.29,1.0296194171811581,0.216794833886788,6.855654600401044,13.674794331177344,0.9933,3.13,0.5,2.322387720290225,0
1,7.1,-1.5141277326297755,0.33,1.33500106673234,0.1816590212458495,6.928203230275509,12.36931687685298,0.9899,3.15,0.38,2.5416019934645457,1
1,6.0,-0.9675840262617056,0.26,1.9459101490553132,0.18439088914585774,6.48074069840786,11.575836902790225,0.9912,3.38,0.38,2.509599262378372,1
1,5.7,-1.7147984280919266,0.22,1.6486586255873816,0.20493901531919198,5.0,10.535653752852738,0.994,3.35,0.39,2.2407096892759584,0
1,7.3,-1.2039728043259361,0.22,2.0014800002101243,0.23664319132398465,6.6332495807108,12.96148139681572,0.9947,3.13,0.35,2.312535423847214,0
1,7.4,-1.4271163556401458,0.22,2.4595888418037104,0.20493901531919198,5.0990195135927845,9.0,0.9954,2.86,0.36,2.272125885509337,0
1,6.6,-1.3862943611198906,0.3,0.9555114450274363,0.21447610589527216,5.656854249492381,11.575836902790225,0.993,3.42,0.51,2.312535423847214,1
1,7.4,-1.3470736479666092,0.3,2.186051276738094,0.22135943621178655,6.164414002968976,12.529964086141668,0.9963,3.13,0.48,2.186051276738094,0
1,6.9,-1.2729656758128873,0.27,1.1314021114911006,0.18973665961010275,6.48074069840786,11.0,0.9926,3.42,0.49,2.379546134130174,1
1,7.0,-1.4696759700589417,0.33,1.916922612182061,0.2,5.0,11.661903789690601,0.995,3.19,0.58,2.2512917986064953,0
1,7.1,-1.171182981502945,0.5,2.740840023925201,0.24289915602982237,2.449489742783178,12.165525060596439,0.9983,2.94,0.44,2.2082744135228043,0
1,7.3,-1.6094379124341003,0.37,0.7884573603642702,0.19235384061671346,6.928203230275509,10.908712114635714,0.992,3.32,0.49,2.388762789235098,0
1,6.9,-0.8915981192837836,0.33,2.4069451083182885,0.2073644135332772,5.291502622129181,12.328828005937952,0.9968,3.2,0.52,2.2407096892759584,0
1,6.4,-0.7985076962177716,0.07,0.7419373447293773,0.17320508075688773,3.1622776601683795,11.445523142259598,0.9905,2.97,0.28,2.379546134130174,0
1,6.4,-0.7444404749474959,0.06,0.6931471805599453,0.17320508075688773,3.0,11.445523142259598,0.9904,2.97,0.29,2.379546134130174,0
1,6.3,-1.3093333199837622,0.38,0.6418538861723948,0.22583179581272428,2.6457513110645907,11.832159566199232,0.9926,3.45,0.5,2.3513752571634776,1
1,7.0,-1.2378743560016174,0.37,1.7749523509116738,0.18439088914585774,5.0990195135927845,11.269427669584644,0.9928,3.17,0.44,2.379546134130174,0
1,5.9,-1.3093333199837622,0.29,2.517696472610991,0.18973665961010275,5.5677643628300215,10.723805294763608,0.9949,3.35,0.48,2.3513752571634776,1
1,6.9,-1.6607312068216509,0.4,0.8754687373538999,0.18973665961010275,3.7416573867739413,7.416198487095663,0.9909,3.08,0.68,2.4423470353692043,1
1,7.2,-1.4271163556401458,0.4,0.8754687373538999,0.21213203435596426,5.5677643628300215,10.295630140987,0.9914,2.88,0.38,2.379546134130174,0
1,6.3,-1.3470736479666092,0.49,0.9162907318741551,0.22803508501982758,5.830951894845301,11.575836902790225,0.9924,2.99,0.61,2.2823823856765264,0
1,7.3,-1.3862943611198906,0.29,2.1400661634962708,0.22135943621178655,6.164414002968976,12.569805089976535,0.9965,3.43,0.38,2.2617630984737906,0
1,7.4,-0.9942522733438669,0.35,1.9021075263969205,0.2469817807045694,3.4641016151377544,9.695359714832659,0.9965,3.48,0.69,2.3702437414678603,0
1,6.5,-1.0216512475319814,0.28,1.4350845252893227,0.19235384061671346,5.385164807134504,10.908712114635714,0.9908,3.25,0.65,2.517696472610991,1
1,7.4,-1.4271163556401458,0.4,1.667706820558076,0.17888543819998318,3.0,9.746794344808963,0.992,3.09,0.39,2.4069451083182885,0
1,7.8,-1.1394342831883648,0.33,1.2237754316221157,0.19235384061671346,4.242640687119285,10.04987562112089,0.9912,3.21,0.65,2.4595888418037104,1
1,7.8,-1.3470736479666092,0.27,1.0647107369924282,0.22583179581272428,7.211102550927978,13.96424004376894,0.9928,3.23,0.5,2.388762789235098,0
1,7.7,-1.4271163556401458,0.27,1.0296194171811581,0.22583179581272428,7.211102550927978,13.784048752090222,0.9928,3.23,0.5,2.379546134130174,0
1,7.4,-1.6607312068216509,0.3,0.8754687373538999,0.23874672772626646,5.744562646538029,11.61895003862225,0.993,3.12,0.5,2.2617630984737906,0
1,5.3,-1.1394342831883648,0.12,2.028148247292285,0.2073644135332772,4.69041575982343,11.874342087037917,0.9937,3.36,0.6,2.341805806147327,0
1,7.2,-1.4271163556401458,0.34,0.7419373447293773,0.21213203435596426,1.7320508075688772,8.0,0.9913,3.23,0.51,2.4336133554004498,0
1,6.0,-1.0216512475319814,0.06,0.8754687373538999,0.2569046515733026,5.196152422706632,11.313708498984761,0.9934,3.26,0.55,2.2300144001592104,0
1,6.2,-1.4271163556401458,0.29,2.6602595372658615,0.19748417658131498,7.0,11.40175425099138,0.9952,3.33,0.46,2.3978952727983707,1
1,7.6,-0.579818495252942,0.12,2.4336133554004498,0.30983866769659335,4.69041575982343,13.30413469565007,0.9983,3.32,0.45,2.2082744135228043,0
1,7.0,-1.1394342831883648,0.24,1.9740810260220096,0.21908902300206645,5.5677643628300215,15.0996688705415,0.9957,3.23,0.62,2.2407096892759584,0
1,5.8,-1.171182981502945,0.33,0.7884573603642702,0.18973665961010275,4.795831523312719,9.9498743710662,0.9916,3.18,0.6,2.3513752571634776,0
1,6.9,-1.4271163556401458,0.33,1.7578579175523736,0.2,4.0,11.445523142259598,0.9936,3.26,0.64,2.3702437414678603,0
1,6.0,-1.2378743560016174,0.2,2.6100697927420065,0.21213203435596426,6.708203932499369,13.674794331177344,0.9972,3.33,0.42,2.2512917986064953,0
1,6.1,-1.7719568419318752,0.28,1.7047480922384253,0.1816590212458495,6.782329983125268,12.24744871391589,0.9933,3.43,0.49,2.388762789235098,0
1,5.9,-1.9661128563728327,0.25,1.7047480922384253,0.16431676725154984,5.830951894845301,11.832159566199232,0.9934,3.49,0.51,2.379546134130174,0
1,6.2,-1.7719568419318752,0.28,1.7404661748405046,0.19235384061671346,6.244997998398398,11.532562594670797,0.9931,3.41,0.46,2.379546134130174,1
1,7.4,-1.2729656758128873,0.25,2.5572273113676265,0.23021728866442676,5.0,12.165525060596439,0.9976,3.1,0.62,2.2192034840549946,0
1,5.6,-1.0498221244986778,0.14,1.791759469228055,0.21447610589527216,6.928203230275509,14.071247279470288,0.9937,3.3,0.71,2.33214389523559,0
1,5.8,-1.0936247471570706,0.14,1.916922612182061,0.21447610589527216,7.0,14.035668847618199,0.9937,3.3,0.71,2.33214389523559,0
1,5.6,-1.448169764837978,0.29,0.7884573603642702,0.216794833886788,5.744562646538029,11.269427669584644,0.991,3.34,0.5,2.3978952727983707,1
1,6.1,-1.2729656758128873,0.25,2.631888840136646,0.232379000772445,5.830951894845301,13.74772708486752,0.9979,3.25,0.43,2.1972245773362196,0
1,6.3,-1.5606477482646683,0.33,2.7013612129514133,0.21447610589527216,8.246211251235321,13.379088160259652,0.9971,3.36,0.5,2.341805806147327,0
1,6.4,-1.4271163556401458,0.28,2.5257286443082556,0.22360679774997896,5.830951894845301,12.767145334803704,0.9969,3.31,0.45,2.2512917986064953,0
1,6.4,-1.4271163556401458,0.29,2.517696472610991,0.22583179581272428,5.656854249492381,12.884098726725126,0.9968,3.31,0.45,2.2512917986064953,0
1,6.3,-1.3470736479666092,0.25,2.174751721484161,0.24083189157584592,6.6332495807108,12.884098726725126,0.9961,3.24,0.41,2.1972245773362196,0
1,7.4,-2.2537949288246137,0.34,2.580216829592325,0.22360679774997896,7.54983443527075,12.083045973594572,0.9973,3.16,0.37,2.1972245773362196,0
1,6.0,-1.1394342831883648,0.12,1.9315214116032138,0.2024845673131659,5.830951894845301,13.784048752090222,0.9944,3.16,0.72,2.302585092994046,0
1,7.1,-1.3470736479666092,0.34,2.7343675094195836,0.2588435821108957,5.916079783099616,13.74772708486752,0.9986,3.07,0.53,2.2082744135228043,1
1,5.9,-1.4271163556401458,0.26,2.5877640352277083,0.23021728866442676,5.830951894845301,11.575836902790225,0.9972,3.34,0.45,2.2512917986064953,0
1,6.5,-1.5606477482646683,0.37,1.252762968495368,0.21908902300206645,8.366600265340756,11.74734012447073,0.9917,3.33,0.75,2.4336133554004498,1
1,7.7,-1.3093333199837622,0.35,1.840549633397487,0.17320508075688773,5.477225575051661,10.816653826391969,0.992,3.11,0.42,2.501435951739211,0
1,9.0,-1.3093333199837622,0.35,1.7749523509116738,0.1673320053068151,5.196152422706632,9.746794344808963,0.9932,3.04,0.4,2.424802725718295,0
1,7.3,-1.0788096613719298,0.21,1.4350845252893227,0.22360679774997896,3.7416573867739413,11.661903789690601,0.9936,3.25,0.44,2.322387720290225,0
1,6.6,-1.3093333199837622,0.25,1.410986973710262,0.22803508501982758,6.4031242374328485,13.711309200802088,0.9915,3.24,0.4,2.424802725718295,0
1,7.1,-1.2729656758128873,0.26,1.0647107369924282,0.22135943621178655,3.4641016151377544,9.273618495495704,0.9934,3.15,0.38,2.2407096892759584,0
1,6.8,-1.3862943611198906,0.34,2.70805020110221,0.17888543819998318,6.855654600401044,11.532562594670797,0.9952,3.37,0.5,2.501435951739211,1
1,7.0,-0.5621189181535413,0.1,2.2300144001592104,0.3065941943351178,4.795831523312719,13.711309200802088,0.9972,3.4,0.47,2.2192034840549946,0
1,7.1,-1.7719568419318752,0.38,2.128231705849268,0.22803508501982758,7.0,13.490737563232042,0.9958,3.35,0.52,2.2617630984737906,0
1,7.8,-1.2729656758128873,0.22,0.8754687373538999,0.23664319132398465,4.898979485566356,11.40175425099138,0.9944,3.28,0.48,2.2512917986064953,0
1,6.8,-1.5141277326297755,0.37,0.9932517730102833,0.18973665961010275,6.164414002968976,13.96424004376894,0.9908,3.35,0.72,2.5257286443082556,0
1,6.1,-1.9661128563728327,0.25,0.832909122935104,0.216794833886788,6.082762530298219,13.152946437965905,0.9925,3.35,0.46,2.302585092994046,0
1,6.4,-1.4271163556401458,0.5,2.533696813957432,0.216794833886788,7.745966692414834,14.52583904633395,0.9966,3.18,0.57,2.2300144001592104,0
1,7.8,-0.8675005677047231,0.26,2.322387720290225,0.24083189157584592,5.830951894845301,14.106735979665885,0.9972,3.14,0.55,2.2300144001592104,0
1,6.6,-1.2729656758128873,0.36,0.9932517730102833,0.19493588689617927,4.69041575982343,10.04987562112089,0.9912,3.29,0.57,2.451005098112319,0
1,7.1,-1.1394342831883648,0.34,2.740840023925201,0.19748417658131498,6.782329983125268,12.24744871391589,0.995,3.38,0.5,2.5257286443082556,1
1,6.7,-1.171182981502945,0.3,1.1314021114911006,0.19493588689617927,4.242640687119285,11.40175425099138,0.9928,3.36,0.63,2.3608540011180215,0
1,6.4,-1.1394342831883648,0.5,2.4595888418037104,0.216794833886788,7.54983443527075,14.352700094407323,0.9968,3.08,0.6,2.2407096892759584,0
1,6.1,-1.2729656758128873,0.25,2.066862759472976,0.23664319132398465,6.6332495807108,14.177446878757825,0.9955,3.19,0.4,2.2082744135228043,0
1,5.9,-1.2378743560016174,0.25,2.5649493574615367,0.23874672772626646,6.928203230275509,14.966629547095765,0.9981,3.23,0.41,2.1972245773362196,0
1,5.8,-1.1394342831883648,0.38,1.749199854809259,0.1816590212458495,4.795831523312719,9.695359714832659,0.991,3.42,0.42,2.468099531471619,1
1,5.7,-1.1394342831883648,0.38,1.749199854809259,0.1816590212458495,4.795831523312719,9.695359714832659,0.991,3.42,0.42,2.468099531471619,1
1,6.7,-1.2729656758128873,0.14,0.8754687373538999,0.2073644135332772,8.0,12.609520212918492,0.992,3.17,0.39,2.302585092994046,0
1,5.9,-1.3862943611198906,0.25,2.509599262378372,0.22803508501982758,5.477225575051661,12.84523257866513,0.997,3.24,0.44,2.2512917986064953,0
1,8.1,-0.7765287894989963,0.31,0.9932517730102833,0.22803508501982758,7.0710678118654755,13.527749258468683,0.9923,3.03,0.42,2.4159137783010487,0
1,6.2,-1.0216512475319814,0.26,2.653241964607215,0.22583179581272428,7.3484692283495345,14.177446878757825,0.9976,3.25,0.46,2.1972245773362196,0
1,6.8,-1.5141277326297755,0.35,1.8718021769015913,0.2073644135332772,4.58257569495584,10.677078252031311,0.9938,3.3,0.53,2.3702437414678603,1
1,7.2,-1.2729656758128873,0.3,2.4595888418037104,0.20976176963403032,7.810249675906654,14.89966442575134,0.9972,3.14,0.5,2.2082744135228043,0
1,6.7,-1.7719568419318752,0.37,1.0986122886681098,0.19748417658131498,5.830951894845301,11.180339887498949,0.9922,3.26,0.6,2.379546134130174,1
1,6.9,-1.6094379124341003,0.34,1.0647107369924282,0.2073644135332772,5.0,11.661903789690601,0.9935,3.31,0.6,2.312535423847214,0
1,6.1,-1.0216512475319814,0.16,2.0014800002101243,0.19235384061671346,6.0,14.071247279470288,0.9944,3.17,0.62,2.2925347571405443,0
1,6.0,-1.0216512475319814,0.16,1.9878743481543455,0.18973665961010275,6.0,13.820274961085254,0.9942,3.17,0.62,2.2823823856765264,0
1,5.9,-0.9942522733438669,0.14,1.9878743481543455,0.18973665961010275,5.830951894845301,13.601470508735444,0.9944,3.17,0.63,2.2823823856765264,0
1,6.3,-1.0788096613719298,0.28,2.7536607123542622,0.216794833886788,7.0,14.071247279470288,0.9977,3.23,0.46,2.2512917986064953,0
1,6.7,-1.6607312068216509,0.34,0.6931471805599453,0.14832396974191325,4.69041575982343,9.695359714832659,0.9912,3.23,0.57,2.4069451083182885,0
1,7.5,-1.171182981502945,0.51,2.760009940032921,0.19748417658131498,7.874007874011811,14.2828568570857,0.9982,3.06,0.6,2.2512917986064953,0
1,7.4,-1.171182981502945,0.48,2.7212954278522306,0.20493901531919198,7.874007874011811,14.2828568570857,0.9983,3.06,0.59,2.2407096892759584,0
1,5.9,-1.0788096613719298,0.22,1.2237754316221157,0.17320508075688773,4.358898943540674,11.61895003862225,0.9894,3.41,0.78,2.631888840136646,1
1,6.6,-0.9675840262617056,0.18,0.7884573603642702,0.20493901531919198,4.47213595499958,9.16515138991168,0.9927,3.22,0.45,2.312535423847214,0
1,6.4,-1.1086626245216111,0.28,0.7419373447293773,0.19493588689617927,5.477225575051661,10.488088481701515,0.9917,3.12,0.42,2.3513752571634776,0
1,5.6,-1.3862943611198906,0.26,1.5260563034950492,0.19235384061671346,4.242640687119285,10.723805294763608,0.9904,3.42,0.5,2.533696813957432,0
1,8.6,-1.3093333199837622,0.46,1.9600947840472698,0.17888543819998318,3.605551275463989,6.4031242374328485,0.993,2.89,0.34,2.388762789235098,0
1,6.2,-1.171182981502945,0.21,1.9878743481543455,0.2024845673131659,7.0710678118654755,14.7648230602334,0.9941,3.15,0.6,2.302585092994046,0
1,7.2,-1.7147984280919266,0.45,1.6863989535702288,0.21447610589527216,7.54983443527075,12.884098726725126,0.9943,3.13,0.62,2.4159137783010487,0
1,7.7,-1.6094379124341003,0.44,2.7013612129514133,0.22360679774997896,6.6332495807108,11.40175425099138,0.99855,3.11,0.48,2.302585092994046,0
1,6.2,-0.7550225842780328,0.21,0.6931471805599453,0.20976176963403032,3.605551275463989,9.899494936611665,0.99345,3.14,0.46,2.2192034840549946,0
1,6.1,-1.3862943611198906,0.24,2.5726122302071057,0.21447610589527216,7.14142842854285,13.114877048604,0.998,3.35,0.45,2.2512917986064953,0
1,8.2,-1.3093333199837622,0.43,0.9555114450274363,0.18708286933869708,5.5677643628300215,11.313708498984761,0.9916,3.1,0.5,2.509599262378372,0
1,6.4,-1.171182981502945,0.39,2.1400661634962708,0.2,7.54983443527075,14.594519519326424,0.99475,3.32,0.43,2.302585092994046,0
1,6.0,-0.941608539858445,0.26,1.308332819650179,0.19493588689617927,6.244997998398398,13.674794331177344,0.99325,3.41,0.5,2.379546134130174,0
1,6.2,-1.5606477482646683,0.27,0.9932517730102833,0.19493588689617927,6.4031242374328485,12.24744871391589,0.9933,3.49,0.71,2.3513752571634776,1
1,7.7,-0.8675005677047231,0.31,2.322387720290225,0.21908902300206645,4.69041575982343,14.866068747318506,0.9969,3.06,0.61,2.2192034840549946,0
1,7.4,-1.2378743560016174,0.5,1.0296194171811581,0.20493901531919198,5.916079783099616,11.269427669584644,0.9937,3.45,0.5,2.322387720290225,1
1,6.6,-1.2378743560016174,0.44,2.302585092994046,0.23021728866442676,7.874007874011811,13.341664064126334,0.99685,3.02,0.45,2.186051276738094,0
1,6.0,-1.2039728043259361,0.44,0.9162907318741551,0.21447610589527216,3.872983346207417,13.490737563232042,0.99455,3.5,0.52,2.341805806147327,0
1,6.9,-1.171182981502945,0.34,0.9555114450274363,0.17888543819998318,4.795831523312719,11.313708498984761,0.9917,3.37,0.47,2.4595888418037104,0
1,6.6,-1.1086626245216111,0.31,0.832909122935104,0.1414213562373095,5.385164807134504,9.433981132056603,0.99035,3.26,0.44,2.517696472610991,1
1,7.8,-1.2039728043259361,0.4,1.0296194171811581,0.1673320053068151,4.795831523312719,11.045361017187261,0.9914,3.14,0.39,2.388762789235098,1
1,6.4,-0.941608539858445,0.21,0.7884573603642702,0.2024845673131659,5.916079783099616,11.661903789690601,0.99225,3.15,0.46,2.322387720290225,0
1,6.4,-1.4271163556401458,0.31,1.33500106673234,0.19493588689617927,6.4031242374328485,10.677078252031311,0.99155,3.37,0.66,2.4595888418037104,1
1,7.0,-1.5606477482646683,0.34,2.1972245773362196,0.23874672772626646,4.358898943540674,10.04987562112089,0.9954,2.99,0.59,2.2407096892759584,0
1,6.4,-1.8325814637483102,0.31,1.840549633397487,0.2073644135332772,6.48074069840786,12.529964086141668,0.99455,3.35,0.47,2.3513752571634776,0
1,6.5,-1.4696759700589417,0.33,2.6946271807700692,0.20493901531919198,5.0,11.789826122551595,0.99695,3.35,0.56,2.341805806147327,0
